query_id,config,lambda,query,reference_answer,retrieved_context,generated_answer,retrieval_s,generation_s,total_s,timestamp,query_confidence,bleu,rougeL,meteor,bertscore
Q011,full_hybrid,0.5,Can you tell me what the consequences of violating TARC rules and regulations are?,"Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled","Question: Can you tell me what the consequences of violating TARC rules and regulations are?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question: Just wondering, what are the consequences of violating TARC rules and regulations?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question: What are the consequences of violating TARC rules and regulations?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question: Before I forget to ask — what are the consequences of violating TARC rules and regulations?
Answer: Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled

Question (Banglish): TARC er rules bhanle ki consequence hoy?
Answer (English): Violating rules and regulations can get one ousted from tarc.Eventually on severe violation the authority will call their parents and send them home.On minor violation,students are given warning.Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled","Violating rules and regulations can get one ousted from tarc. Eventually on severe violation the authority will call their parents and send them home. On minor violation, students are given warning. Also after 3 warnings if they cannot bring changes in themselves their tarc will also be cancelled.",0.0258,8.2255,8.2513,2026-07-26T23:26:45.509246+00:00,0.0416,0.7189198904112759,1.0,0.9217550721624478,0.9904181957244873
Q012,full_hybrid,0.5,What is the contact number for Route-05 (Jatrabari)?,Route-05 (Jatrabari) Service Assistant contact: 01700-877297.,"Question: What is the contact number for Route-05 (Jatrabari)?
Answer: Route-05 (Jatrabari) Service Assistant contact: 01700-877297.

Question (Banglish): Route-05 (Jatrabari) er contact number ta ki?
Answer (English): Route-05 (Jatrabari) Service Assistant contact: 01700-877297.

Question: What is the contact number for Route-03 (Jigatola)?
Answer: Route-03 (Jigatola) Service Assistant contact: 01312-467313.

Question: What is the contact number for Route-01 (Abdullahpur)?
Answer: Route-01 (Abdullahpur) Service Assistant contact: 01312-467316.

Question: What is the first outbound timing for Route-05 (Jatrabari)?
Answer: Route-05 (Jatrabari): First trip departs at 2:05 PM.",The contact number for Route-05 (Jatrabari) is 01700-877297.,0.024,4.5982,4.6222,2026-07-26T23:26:50.131513+00:00,0.0921,0.28997844147152074,0.5555555555555556,0.6657910689028086,0.9580538868904114
Q013,full_hybrid,0.5,Can you tell me what BRAC University's policy on sexual harassment is?,"BRAC University maintains a 'Zero Tolerance' policy toward sexual harassment of any kind, formalized in its Code of Conduct on Sexual Harassment, which is part of the university's broader safeguarding framework alongside the Academic Handbook and the Regulations of Students Conduct.","Question: Can you tell me what BRAC University's policy on sexual harassment is?
Answer: BRAC University maintains a 'Zero Tolerance' policy toward sexual harassment of any kind, formalized in its Code of Conduct on Sexual Harassment, which is part of the university's broader safeguarding framework alongside the Academic Handbook and the Regulations of Students Conduct.

Question: What is BRAC University's policy on sexual harassment?
Answer: BRAC University maintains a 'Zero Tolerance' policy toward sexual harassment of any kind, formalized in its Code of Conduct on Sexual Harassment, which is part of the university's broader safeguarding framework alongside the Academic Handbook and the Regulations of Students Conduct.

Question (Banglish): Sexual harassment niye BRAC University er policy ta ki?
Answer (English): BRAC University maintains a 'Zero Tolerance' policy toward sexual harassment of any kind, formalized in its Code of Conduct on Sexual Harassment, which is part of the university's broader safeguarding framework alongside the Academic Handbook and the Regulations of Students Conduct.

at <student_org@bracu.ac.bd> (cyber harassment/bullying)

he club. For more details , go to: https://www.bracu.ac.bd/sites/default/files/Proctor_office/bu_disciplinary_policies/8.%20OCA%20Guidelines.pdf","BRAC University maintains a 'Zero Tolerance' policy toward sexual harassment of any kind, formalized in its Code of Conduct on Sexual Harassment, which is part of the university's broader safeguarding framework alongside the Academic Handbook and the Regulations of Students Conduct.",0.0211,7.7868,7.8078,2026-07-26T23:26:57.939724+00:00,0.0563,1.0,1.0,0.9999948631544341,1.0
Q014,full_hybrid,0.5,How to do advising as my advising is blocked but my payment is clear?,You have login into these page using your g-suit to get help. LINK: https://bracu.atlassian.net/servicedesk/customer/portal/2/user/login?destination=portal%2F2 or try emailing at sic@bracu.ac.bd,"Question: How to do advising as my advising is blocked but my payment is clear?
Answer: You have login into these page using your g-suit to get help. LINK: https://bracu.atlassian.net/servicedesk/customer/portal/2/user/login?destination=portal%2F2 or try emailing at sic@bracu.ac.bd

partment's probation advising process rather than the standard self-confirm route, not be blocked outright.

Question (Banglish): Amar advising block kora ache kintu payment clear, tahole advising kivabe korbo?
Answer (English): You have login into these page using your g-suit to get help. LINK: https://bracu.atlassian.net/servicedesk/customer/portal/2/user/login?destination=portal%2F2 or try emailing at sic@bracu.ac.bd

Question: How to do main advising, (Department Wise)?
Answer: The advising procedures are different for every department. Example: For CSE department the advising is divided into 2 parts. First one, Discord Advising and On campus Advising. Discord advising happens for two/three days. For discord advising you have to verify yourself first. The rules and verification procedures will be sent in your g-suite email. After following them you will get yourself verified. Then you will be assigned to an 

Question: What is advising?
Answer: Advising is the procedure of taking courses for your upcoming semester. It is divided into two parts. Firstly Pre-advising then main advising. Pre-advising usually happens few days before your cuurent semester's final starts and main advising usually begins 1 week before the class starts. Pre-advising has three schedule. Pre-Registration 1, Pre-Registration 2 and Self Registration.",You have login into these page using your g-suit to get help. LINK: https://bracu.atlassian.net/servicedesk/customer/portal/2/user/login?destination=portal%2F2 or try emailing at sic@bracu.ac.bd.,0.0202,8.351,8.3712,2026-07-26T23:27:06.311455+00:00,0.2027,0.9648571584702385,1.0,0.9960119478120876,0.9987999796867371
Q015,full_hybrid,0.5,What is the difference in focus between the BSEEE and BSECE programs?,"BSEEE (Electrical and Electronic Engineering) has a broader focus spanning power, electronics and general EEE topics, while BSECE (Electronic and Communication Engineering) concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.","Question: Can you tell me what the difference in focus between the BSEEE and BSECE programs is?
Answer: BSEEE (Electrical and Electronic Engineering) has a broader focus spanning power, electronics and general EEE topics, while BSECE (Electronic and Communication Engineering) concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.

Question: What is the difference in focus between the BSEEE and BSECE programs?
Answer: BSEEE (Electrical and Electronic Engineering) has a broader focus spanning power, electronics and general EEE topics, while BSECE (Electronic and Communication Engineering) concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.

Question (Banglish): BSEEE ar BSECE program er focus e ki difference?
Answer (English): BSEEE (Electrical and Electronic Engineering) has a broader focus spanning power, electronics and general EEE topics, while BSECE (Electronic and Communication Engineering) concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.

Question: What undergraduate and graduate programs does the Department of EEE offer?
Answer: The Department of Electrical and Electronic Engineering offers two undergraduate programs - Bachelor of Science in Electrical and Electronic Engineering (BSEEE) and Bachelor of Science in Electronic and Communication Engineering (BSECE) - plus two graduate programs, the Master of Science in EEE (MScEEE) and the Master of Engineering in EEE (MEnggEEE).

Question: How many credit hours does the BSEEE program require?
Answer: The Bachelor of Science in Electrical and Electronic Engineering (BSEEE) requires completion of 136 credit hours across each of its curriculum versions (V1, V2, V3).","The difference in focus between the BSEEE and BSECE programs is that BSEEE has a broader focus spanning power, electronics and general EEE topics, while BSECE concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.",0.0204,9.1184,9.1389,2026-07-26T23:27:15.450268+00:00,0.0049,0.6962921175525287,0.7906976744186047,0.769189797906014,0.9470075368881226
Q016,full_hybrid,0.5,"This might be a silly question, but provide me the contact information of library staffs?","You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd","Question: This might be a silly question, but provide me the contact information of library staffs?
Answer: You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd

Question: For a friend who's asking — provide me the contact information of library staffs?
Answer: You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd

Question: I wanted to ask, provide me the contact information of library staffs?
Answer: You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd

Question: Provide me the contact information of library staffs.
Answer: You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd

Question: Can someone help — provide me the contact information of library staffs?
Answer: You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd","You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd",0.025,7.4885,7.5136,2026-07-26T23:27:22.964576+00:00,0.1467,1.0,1.0,0.999958905235473,1.0
Q017,full_hybrid,0.5,"Hey, for further information regarding Admission who should I contact?","For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.","Question: Hey, for further information regarding Admission who should I contact?
Answer: For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.

Question: For further information regarding Admission who should I contact?
Answer: For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.

Question: How can I apply for Admission?
Answer: BRACU website to have precise information about admission procedures.

Question: How can I get information about Scholarship/Financial Aid in BRAC University?
Answer: Regarding all information about Financial Aid, please contact:
BRACU (Phone: +88 09638464646, Call Center Ext: 1001 or email at scholarship@bracu.ac.bd
(BRACU Scholarship Office)

Question: What steps do I need to follow to get information about Scholarship/Financial Aid in BRAC University?
Answer: Regarding all information about Financial Aid, please contact:
BRACU (Phone: +88 09638464646, Call Center Ext: 1001 or email at scholarship@bracu.ac.bd
(BRACU Scholarship Office)","For more queries about admission, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.",0.022,8.1029,8.1249,2026-07-26T23:27:31.089561+00:00,0.1076,0.9024521756077707,0.9666666666666666,0.9943898779073733,0.994842529296875
Q018,full_hybrid,0.5,What are BRAC University's official colours?,"BRAC University's official colours are blue, black, and gray.","Question: What are BRAC University's official colours?
Answer: BRAC University's official colours are blue, black, and gray.

Question: I wanted to ask, what are BRAC University's official colours?
Answer: BRAC University's official colours are blue, black, and gray.

Question: Can you tell me what BRAC University's official colours are?
Answer: BRAC University's official colours are blue, black, and gray.

Question: I looked around the site but couldn't find it — what are BRAC University's official colours?
Answer: BRAC University's official colours are blue, black, and gray.

Question (Banglish): BRAC University er official colour gula ki?
Answer (English): BRAC University's official colours are blue, black, and gray.","BRAC University's official colours are blue, black, and gray.",0.0213,3.993,4.0143,2026-07-26T23:27:35.104315+00:00,0.0028,1.0,1.0,0.9997724169321802,0.9999999403953552
Q019,full_hybrid,0.5,How are students informed about changes to the transport service?,Students are informed through official BRAC University notices and announcements.,"Question: How are students informed about changes to the transport service?
Answer: Students are informed through official BRAC University notices and announcements.

Question (Banglish): Transport service e change hole student der kivabe janano hoy?
Answer (English): Students are informed through official BRAC University notices and announcements.

Question: How can students contact the transport service?
Answer: Students can contact the transport service via designated phone numbers.

Question: How can students report a problem with the transport service?
Answer: Students can report issues by calling the designated route-specific numbers or reaching out to transport officers.

Question: Can students suggest new routes for the transport service?
Answer: Suggestions for new routes can be submitted to the transport office for review.",Students are informed through official BRAC University notices and announcements.,0.0209,3.7714,3.7923,2026-07-26T23:27:38.897167+00:00,0.3133,1.0,1.0,0.9996243425995492,1.0
Q020,full_hybrid,0.5,What is checked at the Security Supervisor Office?,"Student ID Check, All workers In out","Question: What is checked at the Security Supervisor Office?
Answer: Student ID Check, All workers In out

Question: What is the function of the Security Supervisor Office?
Answer: To check student IDs and monitor the entry and exit of all workers.

Question (Banglish): Security Supervisor Office er function ta ki?
Answer (English): To check student IDs and monitor the entry and exit of all workers.

Question (Banglish): Security Supervisor Office e ki check kora hoy?
Answer (English): Student ID Check, All workers In out

Question: Hey, which advisor was I assigned to?
Answer: That's individual advising data I don't have access to. It's usually shared with you directly (via your department's advising channel or email) - check there, or contact your department's DCO.","Student ID Check, All workers In out.",0.0182,3.4942,3.5125,2026-07-26T23:27:42.409554+00:00,0.2107,0.8633400213704505,1.0,0.9866898148148149,0.9849658012390137
